idx_original|situacao|flag_efisco_vermelho|flag_catmat_vermelho|match_parcial|classe_efisco|classe_catmat|codigo_efisco|codigo_catmat|item_efisco|item_catmat
103|COM_COMENTARIO; CATMAT_ALTERNATIVO|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|5172225|620077|"LUVA PARA PROCEDIMENTO - EM BORRACHA DE LATEX NATURAL,LISA, AMBIDESTRA,COM PO,TAMANHO ""M"",PUNHO COM ACABAMENTO,ESTERIL,EMBALAGEM APROPRIADA,."|LUVA CIRÚRGICA, MATERIAL: BORRACHA NATURAL - LÁTEX , SUPERFÍCIE: SUPERFÍCIE LISA , FORMATO: ANATÔMICO , PÓ: COM PÓ BIOABSORVÍVEL , COR: C/ COR , TAMANHO: Nº 7,5 , APRESENTAçãO: EM PAR , ESTERILIDADE: ESTÉRIL, USO ÚNICO , EMBALAGEM: EMBALAGEM INDIVIDUAL 
104|COM_COMENTARIO; CATMAT_ALTERNATIVO|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|5172233|620078|"LUVA PARA PROCEDIMENTO - EM BORRACHA DE LATEX NATURAL,LISA, AMBIDESTRA,COM PO,TAMANHO ""G"",PUNHO COM ACABAMENTO,ESTERIL,EMBALAGEM APROPRIADA,."|LUVA CIRÚRGICA, MATERIAL: BORRACHA NATURAL - LÁTEX , SUPERFÍCIE: SUPERFÍCIE LISA , FORMATO: ANATÔMICO , PÓ: COM PÓ BIOABSORVÍVEL , COR: C/ COR , TAMANHO: Nº 8,0 , APRESENTAçãO: EM PAR , ESTERILIDADE: ESTÉRIL, USO ÚNICO , EMBALAGEM: EMBALAGEM INDIVIDUAL 
105|COM_COMENTARIO; CATMAT_ALTERNATIVO|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|3816656|620103|LUVA CIRURGICA ESTERIL - TAMANHO 7,5,MATERIAL SINTETICO NEOPRENE, LIVRE DE LATEX E PO,ANTIALERGICA,FORMATO ANATOMICO,PUNHO COM BAINHA REFORCADA,APRESENTACAO EM PAR,EMBALAGEM COM NUMERO , VALIDADE E MARCA COMERCIAL|LUVA CIRÚRGICA, MATERIAL: BORRACHA MISTA - LÁTEX C/ REVESTIMENTO SINTÉTICO , SUPERFÍCIE: SUPERFÍCIE TEXTURIZADA , FORMATO: ANATÔMICO , PÓ: SEM PÓ , COR: C/ COR , TAMANHO: Nº 7,5 , APRESENTAçãO: EM PAR , ESTERILIDADE: ESTÉRIL, USO ÚNICO , EMBALAGEM: EMBALAGEM INDIVIDUAL 
105|COM_COMENTARIO; CATMAT_ALTERNATIVO|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|3816656|620097|LUVA CIRURGICA ESTERIL - TAMANHO 7,5,MATERIAL SINTETICO NEOPRENE, LIVRE DE LATEX E PO,ANTIALERGICA,FORMATO ANATOMICO,PUNHO COM BAINHA REFORCADA,APRESENTACAO EM PAR,EMBALAGEM COM NUMERO , VALIDADE E MARCA COMERCIAL|LUVA CIRÚRGICA, MATERIAL: BORRACHA SINTÉTICA , SUPERFÍCIE: SUPERFÍCIE TEXTURIZADA , FORMATO: ANATÔMICO , PÓ: SEM PÓ , COR: C/ COR , TAMANHO: Nº 7,5 , APRESENTAçãO: EM PAR , ESTERILIDADE: ESTÉRIL, USO ÚNICO , EMBALAGEM: EMBALAGEM INDIVIDUAL 
106|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|1189808|619818|LUVA DESCARTAVEL PARA PROCEDIMENTO - EM NITRILA,ATOXICA, SEM TALCO, MAS COM LUBRIFICACAO, COM PERFEITA ADAPTACAO ANATOMICO,NO TAMANHO PEQUENO, AMBIDESTRA,NAO ESTERIL, AJUSTE PERFEITO, RESISTENTE A TRACAO, COM BOA SENSIBILIDADE TATIL, UNIFORME, PEQUENO, CONSTANDO EXTERNAMENTE PROCEDENCIA, CONSTANDO EXTERNAMENTE DATA DE FABRICACAO, CONSTANDO EXTERNAMENTE DATA DE VALIDADE|LUVA P/ PROCEDIMENTO DE SAÚDE NÃO CIRÚRGICO C/ ANVISA, MATERIAL: BORRACHA SINTÉTICA ? NITRILO , SUPERFÍCIE: SUPERFÍCIE TEXTURIZADA , FORMATO: AMBIDESTRA , PÓ: SEM PÓ , COR: C/ COR , TAMANHO: PEQUENO - P , ESTERILIDADE: NÃO ESTÉRIL, USO ÚNICO 
107|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|1189794|619819|LUVA DESCARTAVEL PARA PROCEDIMENTO - EM NITRILA, ATOXICA, SEM TALCO,MAS COM LUBRIFICACAO, COM PERFEITA ADAPTACAO ANATOMICO,NO TAMANHO MEDIO, AMBIDESTRA,NAO ESTERIL, AJUSTE PERFEITO, RESISTENTE A TRACAO, COM BOA SENSIBILIDADE TATIL, UNIFORME, MEDIO, CONSTANDO EXTERNAMENTE PROCEDENCIA, CONSTANDO EXTERNAMENTE DATA DE FABRICACAO, CONSTANDO EXTERNAMENTE DATA DE VALIDADE|LUVA P/ PROCEDIMENTO DE SAÚDE NÃO CIRÚRGICO C/ ANVISA, MATERIAL: BORRACHA SINTÉTICA ? NITRILO , SUPERFÍCIE: SUPERFÍCIE TEXTURIZADA , FORMATO: AMBIDESTRA , PÓ: SEM PÓ , COR: C/ COR , TAMANHO: MÉDIO - M , ESTERILIDADE: NÃO ESTÉRIL, USO ÚNICO 
108|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|1189816|619820|LUVA DESCARTAVEL PARA PROCEDIMENTO - EM NITRILA,ATOXICA, SEM TALCO, MAS COM LUBRIFICACAO, COM PERFEITA ADAPTACAO ANATOMICO,NO TAMANHO GRANDE, AMBIDESTRA,NAO ESTERIL, AJUSTE PERFEITO, RESISTENTE A TRACAO, COM BOA SENSIBILIDADE TATIL, UNIFORME, GRANDE, CONSTANDO EXTERNAMENTE PROCEDENCIA, CONSTANDO EXTERNAMENTE DATA DE FABRICACAO, CONSTANDO EXTERNAMENTE DATA DE VALIDADE|LUVA P/ PROCEDIMENTO DE SAÚDE NÃO CIRÚRGICO C/ ANVISA, MATERIAL: BORRACHA SINTÉTICA ? NITRILO , SUPERFÍCIE: SUPERFÍCIE TEXTURIZADA , FORMATO: AMBIDESTRA , PÓ: SEM PÓ , COR: C/ COR , TAMANHO: GRANDE - G , ESTERILIDADE: NÃO ESTÉRIL, USO ÚNICO 
109|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|4337328|619833|"LUVA PARA PROCEDIMENTO - EM VINIL,FORMATO ANATOMICO, AMBIDESTRA,SEM TALCO,TAMANHO: ""M"",COM PUNHO REFORCADO,NAO ESTERIL,EMBALAGEM APROPRIADA,ROTULO N. LOTE DATA FABRICACAO/VALIDADE E PROCEDENCIA. REGISTRO MS."|LUVA P/ PROCEDIMENTO DE SAÚDE NÃO CIRÚRGICO C/ ANVISA, MATERIAL: BORRACHA SINTÉTICA - VINIL / PVC , SUPERFÍCIE: SUPERFÍCIE LISA , FORMATO: AMBIDESTRA , PÓ: SEM PÓ , COR: TRANSPARENTE , TAMANHO: MÉDIO - M , ESTERILIDADE: NÃO ESTÉRIL, USO ÚNICO 
110|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|4336852|619834|LUVA PARA PROCEDIMENTO - EM VINIL,COM TEXTURA UNIFORME,SEM FALHAS E FORMATO ANATOMICO,SEM LUBRIFICACAO,TAMANHO G,COM PUNHO REFORCADO,NAO ESTERIL,EMBALAGEM APROPRIADA PARA O PRODUTO,O PRODUTO DEVERA SER ENTREGUE ACOMPANHADO DO CERTIFICADO DE APROVACAO DO MINISTERIO DO TRABALHO|LUVA P/ PROCEDIMENTO DE SAÚDE NÃO CIRÚRGICO C/ ANVISA, MATERIAL: BORRACHA SINTÉTICA - VINIL / PVC , SUPERFÍCIE: SUPERFÍCIE LISA , FORMATO: AMBIDESTRA , PÓ: SEM PÓ , COR: TRANSPARENTE , TAMANHO: GRANDE - G , ESTERILIDADE: NÃO ESTÉRIL, USO ÚNICO 
111|COMODATO; COM_COMENTARIO|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|5556627|625220|BOLSA - TIPO COLETORA, PARA ARMAZENAR LIQUIDOS CORPOREOS,EM POLIETILENO FLEXIVEL,COM SISTEMA FECHADO, VALVULA DE DIAFRAGMA UNIDIRECIONAL ANTI-REFLUXO, VALVULA HIDROFOBICA ANTITRANSBORDAMENTO, EXTENSAO ESTERIL EM PVC COMPRIMENTO 2,00M, COM CLAMP PARA FECHAMENTO DO FLUXO E SACO VERMELHO PARA DESCARTE DO RESIDUO,TAMANHO COMPATIVEL COM EQUIPAMENTO MECANICO DE ASPIRACAO A VACUO,CAPACIDADE 1.000ML,DESCARTAVEL|Frasco p/ secreção e urina, MODELO: Á Vácuo , MATERIAL: Polímero transparente, graduado , VOLUME: CERCA DE 1000 ML, TIPO TAMPA: Tampa c/ membrana autocicatrizante , ESTERILIDADE: ESTÉRIL, USO ÚNICO 
112|COMODATO; COM_COMENTARIO|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|5556139|419379|BOLSA - TIPO COLETORA, PARA ARMAZENAR LIQUIDOS CORPOREOS,EM POLIETILENO,COM SISTEMA FECHADO E ANEL DE VEDACAO, VALVULA DE DIAFRAGMA UNIDIRECIONAL ANTI-REFLUXO, EXTENSAO ESTERIL EM PVC COMPRIMENTO 3,00M COM CLAMP PARA FECHAMENTO DO FLUXO, PARA FORMACAO DE CIRCUITO INTERLIGADO DE 04 BOLSAS, ACOMPANHADO DE SACO PARA DESCARTE DO RESIDUO,TAMANHO COMPATIVEL COM EQUIPAMENTO DO CIRCUITO,CAPACIDADE ENTRE 2.000 A 3.000ML,DESCARTAVEL|COLETOR DE URINA, MATERIAL*: PLÁSTICO , TIPO*: SISTEMA FECHADO , CAPACIDADE*: CERCA DE 3000 ML, GRADUAÇÃO: GRADUAÇÃO DE 100 EM 100 ML, VÁLVULA: VÁLVULA ANTI-REFLUXO , PINÇA: CLAMP CORTA FLUXO , FILTRO: FILTRO HIDROFÓBICO/BACTERIOLÓGICO , COMPONENTES: ALÇA DE SUSTENTAÇÃO , OUTROS COMPONENTES: MEMBRANA AUTOCICATRIZANTE , ESTERILIDADE*: ESTÉRIL, DESCARTÁVEL 
113|COMODATO; COM_COMENTARIO|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|5556538|432133|BOLSA - DO TIPO COLETORA FINAL, PARA ARMAZENAR LIQUIDOS CORPOREOS,EM POLIETILENO,COM SISTEMA FECHADO E ANEL DE VEDACAO, VALVULA DE DIAFRAGMA UNIDIRECIONAL ANTI-REFLUXO, VALVULA HIDROFOBICA ANTITRANSBORDAMENTO, PARA FORMACAO DE CIRCUITO INTERLIGADO DE 04 BOLSAS, ACOMPANHADO DE SACO PARA DESCARTE DO RESIDUO,TAMANHO COMPATIVEL COM EQUIPAMENTO DO CIRCUITO,CAPACIDADE ENTRE 2.000 E  3.000 ML,DESCARTAVEL|COLETOR DE URINA, MATERIAL*: PVC , TIPO*: SISTEMA FECHADO , MODELO: DIURESE HORÁRIA 500ML , CAPACIDADE*: CERCA DE 2000 ML, GRADUAÇÃO: GRADUADA , VÁLVULA: VÁLVULA ANTI-REFLUXO , PINÇA: CLAMP CORTA FLUXO , FILTRO: FILTRO HIDROFÓBICO/BACTERIOLÓGICO , CARACTERÍSTICAS ADICIONAIS*: CÂMARA PASTEUR FLEXÍVEL , CONECTOR: CONECTOR UNIVERSAL , COMPONENTES: ALÇA DE SUSTENTAÇÃO , OUTROS COMPONENTES: MEMBRANA AUTOCICATRIZANTE , ESTERILIDADE*: ESTÉRIL, DESCARTÁVEL , EMBALAGEM*: EMBALAGEM INDIVIDUAL 
114|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|3425142|437888|ADESIVO CIRURGICO - PARA USO TOPICO,N-BUTIL-2-CIANOCRILATO, 0,5ML,ATOXICO,APRESENTADO EM AMPOLA COM 0,5ML,PROTEGIDO DA LUZ,EMBALAGEM CAIXA COM 5 AMPOLAS,A APRESENTACAO DO PRODUTO DEVERA OBEDECER A LEGISLACAO VIGENTE.|ADESIVO CIRÚRGICO, PRINCÍPIO ATIVO: DE N-BUTIL-2-CIANOACRILATO , ASPECTO FÍSICO: LÍQUIDO , TIPO USO: USO ÚNICO , ESTERILIDADE*: ESTÉRIL , EMBALAGEM: EMBALAGEM INDIVIDUAL 
115|OK_SEM_FLAGS|False|False|False|CADASTRO PADRONIZADO DE MEDICAMENTOS|DROGAS E MEDICAMENTOS|3278972|272621|COLA CIRURGICA SINTETICA - COMPOSICAO EMBUCRILATO,FORMA DE APRESENTACAO AMPOLA,VIA DE ADMINISTRACAO INTRALESIONAL E DERMATOLOGICA|EMBUCRILATO, DOSAGEM: 1G/ML , APRESENTAÇÃO: SOLUÇÃO INJETÁVEL 
117|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2238632|431254|HEMOSTATICO ABSORVIVEL - EM CELULOSE OXIDADA REGENERADA, EM FIBRAS DISPOSTO EM CAMADAS PODENDO SER UTILIZADO EM TUFOS, BACTERICIDA, NO TAMANHO (2,5 X 5) CM, CAIXA COM 10 ENVELOPES, ROTULAGEM RESPEITANDO A LEGISLACAO EM VIGOR|HEMOSTÁTICO ABSORVÍVEL, APRESENTAÇÃO: MALHA , PRINCÍPIO ATIVO: CELULOSE OXIDADA REGENERADA , DIMENSÕES: CERCA DE 2 X 5 CM, ESTERILIDADE*: DESCARTÁVEL E ESTÉRIL 
118|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2724642|431232|HEMOSTATICO ABSORVIVEL - EM CELULOSE OXIDADA REGENERADA, ESTERIL,NO TAMANHO 5 X 7,5CM,COMPATIVEL PARA ARMAZENAGEM EM TEMPERATURA AMBIENTE, HEMOSTASIA COMPLETA, ABSORCAO EM REACAO TISSULAR MINIMA.,CONTENDO DADOS DE IDENTIFICACAO, NUMERO DE LOTE E VALIDADE RESPEITANDO A LEGISLACAO VIGENTE.|HEMOSTÁTICO ABSORVÍVEL, APRESENTAÇÃO: MALHA , PRINCÍPIO ATIVO: CELULOSE OXIDADA REGENERADA , DIMENSÕES: CERCA DE 5 X 7,5 CM, ESTERILIDADE*: DESCARTÁVEL E ESTÉRIL 
119|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2238640|431248|HEMOSTATICO ABSORVIVEL - EM CELULOSE OXIDADA REGENERADA, EM FIBRAS DISPOSTO EM CAMADAS PODENDO SER UTILIZADO EM TUFOS, BACTERICIDA, NO TAMANHO (5 X 10) CM, CAIXA COM 10 ENVELOPES, ROTULAGEM RESPEITANDO A LEGISLACAO EM VIGOR|HEMOSTÁTICO ABSORVÍVEL, APRESENTAÇÃO: MALHA , PRINCÍPIO ATIVO: CELULOSE OXIDADA REGENERADA , DIMENSÕES: CERCA DE 5 X 10 CM, ESTERILIDADE*: DESCARTÁVEL E ESTÉRIL 
120|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2238616|431252|HEMOSTATICO ABSORVIVEL - EM CELULOSE OXIDADA REGENERADA, EM MALHA DENSA QUE SUPORTA SUTURA, BACTERICIDA, NO TAMANHO (15 X 22,5) CM, CAIXA COM 10 ENVELOPES, ROTULAGEM RESPEITANDO A LEGISLACAO EM VIGOR|HEMOSTÁTICO ABSORVÍVEL, APRESENTAÇÃO: MALHA , PRINCÍPIO ATIVO: CELULOSE OXIDADA REGENERADA , DIMENSÕES: CERCA DE 15 X 20 CM, ESTERILIDADE*: DESCARTÁVEL E ESTÉRIL 
121|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2238608|431253|HEMOSTATICO ABSORVIVEL - EM CELULOSE OXIDADA REGENERADA, EM MALHA DENSA QUE SUPORTA SUTURA, BACTERICIDA, NO TAMANHO (7,5 X10)  CM, CAIXA COM 12 ENVELOPES, ROTULAGEM RESPEITANDO A LEGISLACAO EM VIGOR|HEMOSTÁTICO ABSORVÍVEL, APRESENTAÇÃO: MALHA , PRINCÍPIO ATIVO: CELULOSE OXIDADA REGENERADA , DIMENSÕES: CERCA DE 7,5 X 10 CM, ESTERILIDADE*: DESCARTÁVEL E ESTÉRIL 
122|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|3784290|431253|HEMOSTATICO ABSORVIVEL - EM NAO TECIDO ESTRUTURADO COMPOSTO FIBRAS INDIVIDUAIS ENTRELACADAS BACTERECIDA, RAPIDA ABSORCAO,MEDINDO: 10,2 X 10,2CM,CONSTITUIDO OXIDACAO CONTROLADA CELULOSE REGENERADA SUTURAVEL, NAO DESFIA, EMBALAGEM APROPRIADA,ROTULO Nº LOTE, DATA FABRICACAO/ VALIDADE MINIMA DE 2 ANOS E PROCEDENCIA. TEMPERATURA AMBIENTE. REGISTRO ANVISA.|HEMOSTÁTICO ABSORVÍVEL, APRESENTAÇÃO: MALHA , PRINCÍPIO ATIVO: CELULOSE OXIDADA REGENERADA , DIMENSÕES: CERCA DE 7,5 X 10 CM, ESTERILIDADE*: DESCARTÁVEL E ESTÉRIL 
123|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|1548409|614379|HEMOSTATICO ABSORVIVEL - EM MATERIAL A BASE DE GELATINA ABSORVIVEL, NO TAMANHO (8,0 X 12,5 X 1,0)CM, EMBALAGEM INDIVIDUAL, ROTULAGEM CONFORME LEGISLACAO VIGENTE|HEMOSTÁTICO ABSORVÍVEL, APRESENTAÇÃO: ESPONJA , PRINCÍPIO ATIVO: GELATINA PURIFICADA , DIMENSÕES: CERCA DE 8 X 12,5 CM, ESTERILIDADE*: DESCARTÁVEL E ESTÉRIL 
124|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|3523675|432696|HEMOSTATICO ABSORVIVEL - DE ORIGEM SUINA EM FORMA DE ESPUMA QUE PROMOVE A HEMOSTASIA, AGINDO COMO MATRIZ PARA FORMACAO DO COAGULO SANGUINEO, ABSORVIDO PELO ORGANISMO APOS 3 A 5 SEMANAS,APRESNTACAO EM FORMA DE KIT CIRURGICO COMPOSTO  2 SERINGAS , 2 PONTEIRAS ( UMA FLEXIVEL E OUTRA MILIMETRADA ) E VASILHA PARA COLOCACAO DA SOLUCAO FISIOLOGICA OU TROMBINA QUE GERA VOLUME DE 6 A 8 ML.,CONTENDO DADOS DE IDENTIFICACAO, NUMERO DE LOTE E VALIDADE  ROTULAGEM RESPEITANDO A LEGISLACAO VIGENTE|HEMOSTÁTICO ABSORVÍVEL, APRESENTAÇÃO: CONJUNTO COMPLETO , PRINCÍPIO ATIVO: GELATINA DE ORIGEM SUÍNA , COMPONENTES: SERINGA PREENCHIDA , CARACTERÍSTICA ADICIONAL: C/ SISTEMA DE PREPARO E APLICAÇÃO , ESTERILIDADE*: DESCARTÁVEL E ESTÉRIL , EMBALAGEM: EMBALAGEM INDIVIDUAL 
125|OK_SEM_FLAGS|False|False|False|CADASTRO PADRONIZADO DE MEDICAMENTOS|DROGAS E MEDICAMENTOS|3086860|459060|SELANTE DE FIBRINA - COMPONENTE 1 FIBRINOGENIO + FATOR XIII DE COAGULACAO + SOLUCAO DE APROTININA,COMPONENTE 2 TROMBINA + SOLUCAO DE CLORETO DE CALCIO,FORMA DE APRESENTACAO FRASCO-AMPOLA + DISPOSITIVO DE TRANSFERENCIA,EMBALAGEM 1 ML,VIA DE ADMINISTRACAO LOCAL|SELANTE CIRÚRGICO, COMPOSIÇÃO 1: FIBRINOGÊNIO, FATOR XIII, APROTININA, TROMBINA , COMPOSIÇÃO 2: CLORETO DE CÁLCIO , FORMA FARMACÊUTICA 1: PÓ LIÓFILO TÓPICO + DILUENTE , CARACTERÍSTICAS ADICIONAIS: C/ CONJUNTO DE APLICAÇÃO , VOLUME TOTAL: 1 ML
126|COM_COMENTARIO|False|False|False|CADASTRO PADRONIZADO DE MEDICAMENTOS|DROGAS E MEDICAMENTOS|5062640|459061|SELANTE DE FIBRINA - COMPONENTE 1 FIBRINOGENIO + FATOR XIII DE COAGULACAO + SOLUCAO DE APROTININA,COMPONENTE 2 TROMBINA + SOLUCAO DE CLORETO DE CALCIO,FORMA DE APRESENTACAO FRASCO-AMPOLA,EMBALAGEM INCLUINDO KIT DE RECONSTITUICAO E APLICACAO,VIA DE ADMINISTRACAO INTRALESIONAL E TOPICA|SELANTE CIRÚRGICO, COMPOSIÇÃO 1: FIBRINOGÊNIO, FATOR XIII, APROTININA, TROMBINA , COMPOSIÇÃO 2: CLORETO DE CÁLCIO , FORMA FARMACÊUTICA 1: PÓ LIÓFILO TÓPICO + DILUENTE , CARACTERÍSTICAS ADICIONAIS: C/ CONJUNTO DE APLICAÇÃO , VOLUME TOTAL: 3 ML
127|CATMAT_VERMELHO; EFISCO_VERMELHO; COM_COMENTARIO|True|True|False|CADASTRO PADRONIZADO DE MEDICAMENTOS|DROGAS E MEDICAMENTOS|3235823|459060|SELANTE DE FIBRINA - COMPOSICAO 1 APROTININA 1000 A 3000 UIC/ML + FATOR XIII DE COAGULACAO 10 A 40 U/ML,COMPOSICAO 2 FIBRINOGENIO 80 A 120 G/L + TROMBINA 300 A 600 UI/ML,FORMA DE APRESENTACAO FRASCO-AMPOLA + KIT DE RECONSTITUICAO E APLICACAO,VIA DE ADMINISTRACAO INTRALESIONAL E TOPICA|SELANTE CIRÚRGICO, COMPOSIÇÃO 1: FIBRINOGÊNIO, FATOR XIII, APROTININA, TROMBINA , COMPOSIÇÃO 2: CLORETO DE CÁLCIO , FORMA FARMACÊUTICA 1: PÓ LIÓFILO TÓPICO + DILUENTE , CARACTERÍSTICAS ADICIONAIS: C/ CONJUNTO DE APLICAÇÃO , VOLUME TOTAL: 1 ML
128|COM_COMENTARIO|False|False|False|CADASTRO PADRONIZADO DE MEDICAMENTOS|DROGAS E MEDICAMENTOS|3235823|459061|SELANTE DE FIBRINA - COMPOSICAO 1 APROTININA 1000 A 3000 UIC/ML + FATOR XIII DE COAGULACAO 10 A 40 U/ML,COMPOSICAO 2 FIBRINOGENIO 80 A 120 G/L + TROMBINA 300 A 600 UI/ML,FORMA DE APRESENTACAO FRASCO-AMPOLA + KIT DE RECONSTITUICAO E APLICACAO,VIA DE ADMINISTRACAO INTRALESIONAL E TOPICA|SELANTE CIRÚRGICO, COMPOSIÇÃO 1: FIBRINOGÊNIO, FATOR XIII, APROTININA, TROMBINA , COMPOSIÇÃO 2: CLORETO DE CÁLCIO , FORMA FARMACÊUTICA 1: PÓ LIÓFILO TÓPICO + DILUENTE , CARACTERÍSTICAS ADICIONAIS: C/ CONJUNTO DE APLICAÇÃO , VOLUME TOTAL: 3 ML
129|CATMAT_VERMELHO; EFISCO_VERMELHO; COM_COMENTARIO; CATMAT_ALTERNATIVO|True|True|False|INSUMOS PARA AS AREAS HEMATOLOGICAS E HEMOTERAPICAS|DROGAS E MEDICAMENTOS|1544829|459064|COLA DE FIBRINA - EM 3,0 ML, COMPOSTO POR FIBRINOGENIO HUMANO, SOLUCAO DE APRO- FIBRINOGENIO HUMANO,APROTININA BOVINA, TROMBINA HUMANA, PARA RECONSTRUCAO DE LESOES EM NERVOS, VEDACAO,HE- HEMOSTASIA, COM KIT DE APLICACAO|SELANTE CIRÚRGICO, COMPOSIÇÃO 1: FIBRINOGÊNIO, APROTININA, TROMBINA , COMPOSIÇÃO 2: CLORETO DE CÁLCIO , FORMA FARMACÊUTICA 1: PÓ LIÓFILO TÓPICO + DILUENTE , CARACTERÍSTICAS ADICIONAIS: C/ CONJUNTO DE APLICAÇÃO , VOLUME TOTAL: 2 ML
130|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|135461|273052|CERA ESTERILIZADA PARA OSSO - EM CERA DE ORIGEM ANIMAL (ABELHA) E PALMITATO ISOPROPILICO, EM 2.5 GRAMAS, LIGEIRAMENTE AMARELADA, EM ENVELOPE, ESTERILIZADA A COBALTO 60, ROTULAGEM RESPEITANDO O DECRETO LEI 79094/77 ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE|CERA PARA OSSO, COMPOSIÇÃO: CERA DE ABELHAS E PALMITATO ISOPROPÍLICO , TIPO USO: HEMOSTÁTICO, ESTÉRIL, DESCARTÁVEL 
