codigo_efisco|posicao|faixa|origem|grupo_efisco|classe_efisco|tem_medida|medidas_consulta|item_efisco|top1_catmat|top1_classe|correto_catmat|correto_classe|mesmo_pdm_top1_correto|movimento
413758-2|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {100.0}}|CURATIVO - COMPOSTO POR FIBRAS HIDRO-DESBRIDANTES,FORMADAS POR DOIS COMPONENTES: NUCLEO DE ACRILICO ENVOLTO POR POLIMEROS DE POLIACRILATO DE AMONIA,ASSOCIA AS FIBRAS HIDRO DESBRIDANTES A UMA MATRIZ CICATRIZANTE DE TLC (TECNOLOGIA LIPIDO COLOIDE), MEDINDO: 10X10CM|CURATIVO / COBERTURA, APLICAÇÃO: P/ FERIDA , ASPECTO FÍSICO: PLACA , COMPOSIçãO: À BASE DE ESPUMA PU / HIDROPOLÍMERO / HIDROCELULAR , COMPONENTE 4: C/ PHMB , DIMENSÃO: CERCA DE 10 X 10 CM, ESTERILIDADE: ESTÉRIL |MATERIAIS CIRÚRGICOS PARA CURATIVOS|CURATIVO / COBERTURA, APLICAÇÃO: P/ FERIDA , ASPECTO FÍSICO: PLACA C/ BORDA , COMPOSIçãO: À BASE DE HIDROCOLÓIDE , COMPONENTE 1: C/ PELÍCULA E ESPUMA PU , COMPONENTE 2: C/ ALGINATO , DIMENSÃO: CERCA DE 10 X 10 CM, ESTERILIDADE: ESTÉRIL |MATERIAIS CIRÚRGICOS PARA CURATIVOS|True|entrou
113724-7|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|KITS/REAGENTES PARA DOSAGENS BIOQUIMICAS|False||REAGENTE PARA DOSAGEM DE LACTATO - ENZIMATICO COLORIMETRICO, ENZIMATICA, REAGENTE PRINCIPAL LACTATO OXIDASE, EXECUCAO AUTOMATICA, EM PLASMA HUMANO, KIT CONTENDO CASSETES PRONTO PARA USO, VALIDADE MINIMA APOS ENTREGA DE 6 MESES, ROTULO COM DATA DE FABRICACAO/VALIDADE, NUMERO DE LOTE, CODIGO DE BARRAS|REAGENTE PARA DIAGNÓSTICO CLÍNICO 5, TIPO: CONJUNTO COMPLETO , TIPO DE ANÁLISE: QUANTITATIVO DE LACTATO , MÉTODO: ENZIMÁTICO COLORIMÉTRICO DE PONTO FINAL , APRESENTAÇÃO: TESTE |"SUBSTÂNCIAS PARA DIAGNÓSTICO ""IN VITRO"",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE"|REAGENTE PARA DIAGNÓSTICO CLÍNICO 5, TIPO: CONJUNTO COMPLETO , TIPO DE ANÁLISE: QUANTITATIVO DE LACTATO , MÉTODO: ENZIMÁTICO COLORIMÉTRICO DE PONTO FINAL , APRESENTAÇÃO: TESTE |"SUBSTÂNCIAS PARA DIAGNÓSTICO ""IN VITRO"",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE"|True|entrou
570815-0|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS ESPECIFICOS DE DEMANDA JUDICIAL|False||PRODUTOS DE HIGIENE PARA DEMANDA JUDICIAL - DO TIPO FRALDA GERIATRICA,MARCA BIGFRAL,TAMANHO G|FRALDA DESCARTÁVEL, TIPO FIXAÇÃO: CINTURA ELÁSTICA AJUSTÁVEL, TIPO CALCINHA , TAMANHO: INFANTIL EXTRA GRANDE XG , MATERIAL: TELA POLÍMERICA E NÚCLEO ABSORVENTE , REVESTIMENTO EXTERNO: IMPERMEÁVEL , CARACTERÍSTICA ADICIONAL: BARREIRA ANTIVAZAMENTO |VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|FRALDA DESCARTÁVEL, TIPO FIXAÇÃO: TIRAS AJUSTÁVEIS E REPOSICIONÁVEIS , TAMANHO: ADULTO GRANDE , MATERIAL: TELA POLÍMERICA E NÚCLEO ABSORVENTE , REVESTIMENTO EXTERNO: IMPERMEÁVEL , CARACTERÍSTICA ADICIONAL: BARREIRA ANTIVAZAMENTO |VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|True|entrou
583827-4|2.0|2-3|big_data|CANOS, TUBOS, MANGUEIRAS E ACESSORIOS|CANOS E TUBOS|True|{'MM': {0.0, 48.0}}|ABRACADEIRA - EM NYLON AJUSTAVEL,FIXACAO DE TUBOS,4,80CM X2,00 MM|ESFIGMOMANÔMETRO, AJUSTE: ANALÓGICO, ANERÓIDE , USO: P/ FIXAÇÃO EM SUPERFÍCIES , TIPO*: DE BRAÇO , FAIXA DE OPERAÇÃO: ATÉ 300 MMHG, MATERIAL BRAÇADEIRA: BRAÇADEIRA EM NYLON , TIPO FECHO: FECHO EM METAL , TAMANHO: ADULTO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|ABRAÇADEIRA, MATERIAL: AÇO INOXIDÁVEL , TIPO: RÍGIDA , LARGURA: 1 POL, APLICAÇÃO: DUTO HCA-4698-8 , CARACTERÍSTICAS ADICIONAIS: USO: HI-COATER VHC-60 , DIÂMETRO AMARRAÇÃO: 14 POL|DISPOSITIVOS PARA FIXAÇÃO|False|entrou
383471-9|3.0|2-3|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'ML': {1000.0, 25.0}, 'MM': {290.0, 150.0}}|BOLSA COLETORA DE EXCRETA E MATERIAIS ORGANICOS - EM POLIETILENO FLEXIVEL,OVAL, APROXIMADAMENTE 15,00X29,00CM,,GRADUACAO A CADA 25,00ML,COM TAMPA PARA FECHAMENTO ACOPLADA AO ANEL DA BOLSA QUE SE CONECTA AO KIT DE MANEJO FECAL,CAPACIDADE DE 1,00 LITRO,EMBALAGEM DE ACORDO COM NORMAS DA ANVISA|SONDA TRATO DIGESTIVO, APLICAÇÃO: RETAL , MODELO: P/ INCONTINÊNCIA FECAL , MATERIAL: POLÍMERO , TAMANHO: TAMANHO ADULTO , COMPONENTES: SISTEMA FIXAÇÃO EXPANSÍVEL INTRA ANAL , OUTROS COMPONENTES: PONTA PROXIMAL C/ CONECTOR , ADICIONAIS: BOLSA COLETORA CERCA 1 L , ESTERILIDADE: DESCARTÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|RECIPIENTE COLETOR - USO MÉDICO, MODELO: BOLSA , APLICAçãO: P/ INCONTINÊNCIA FECAL , MATERIAL: POLÍMERO MALEÁVEL, GRADUADO , VOLUME: CERCA DE 1250 ML , FECHAMENTO: DRENÁVEL, C/ SISTEMA ANTIRREFLUXO , ESTERILIDADE: NÃO ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|False|entrou
241460-0|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|INSTRUMENTAIS DE USO MEDICO, CIRURGICO OU HOSPITALAR|False||CURETA - CURETA OSSEA Nº 2|CURETA PERIODONTAL, MATERIAL: AÇO INOXIDÁVEL , TIPO: MOLT , CARACTERÍSTICAS ADICIONAIS: CABO OCO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS|CURETA PERIODONTAL, MATERIAL: AÇO INOXIDÁVEL , TIPO: MOLT , CARACTERÍSTICAS ADICIONAIS: CABO OCO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS|True|entrou
443805-1|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|VESTUARIOS E UNIFORMES PARA USO HOSPITALAR E LABORATORIAL|True|{'G': {170.0}, 'PCT': {100.0}}|CONJUNTO JALECO E CALCA - TECIDO EM BRIM, 100% ALGODAO, CAMISA FECHADA, MANGA TIPO QUIMONO, DECOTE CANOA, COM UM BOLSO EXTERNO,GRAMATURA 170 G/M², SARJA 1X1, RESISTENTE A MULTIPLAS LAVAGENS E AO CLORO, CONFORME NORMA ABNT, COR VERDE JADE,TAMANHO G,SERIGRAFIA SILKADA DA LOGOMARCA DO HOSPITAL DO SOLICITANTE, AZUL ROYAL|TECIDO BRIM, MATERIAL: ALGODÃO , LARGURA: 1,60 M M, COR: BEGE-CLARO |TECIDOS|UNIFORME PROFISSIONAL, COMPONENTES: BLUSA EM BRIM LEVE E CALÇA EM BRIM PESADO , TAMANHO: G , COR: BRANCO , MATERIAL: TECIDO , CARACTERÍSTICAS ADICIONAIS: BLUSA FECHADA, MANGA CURTA, SEM GOLA, DECOTE EM V, |VESTUÁRIO EXTERNO MASCULINO|False|entrou
580949-5|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS ESPECIFICOS DE DEMANDA JUDICIAL|True|{'MM': {75.0}}|MATERIAIS MEDICO-HOSPITALARES PARA DEMANDA JUDICIAL - DO TIPO CURATIVO DE ESPUMA ABSORVENTE,MARCA BIATAIN® SILICONE LITE,TAMANHO 7,50X7,50CM|CURATIVO / COBERTURA, APLICAÇÃO: P/ FERIDA , ASPECTO FÍSICO: PLACA C/ BORDA , COMPOSIçãO: À BASE DE ESPUMA PU / HIDROPOLÍMERO / HIDROCELULAR , COMPONENTE 1: C/ PELÍCULA PU / POLIETILENO , COMPONENTE 3: C/ SILICONE , DIMENSÃO: CERCA DE 7,5 X 7,5 CM, ESTERILIDADE: ESTÉRIL |MATERIAIS CIRÚRGICOS PARA CURATIVOS|CURATIVO / COBERTURA, APLICAÇÃO: P/ FERIDA , ASPECTO FÍSICO: PLACA C/ BORDA , COMPOSIçãO: À BASE DE ESPUMA PU / HIDROPOLÍMERO / HIDROCELULAR , COMPONENTE 1: C/ PELÍCULA PU / POLIETILENO , COMPONENTE 3: C/ SILICONE , DIMENSÃO: CERCA DE 7,5 X 7,5 CM, ESTERILIDADE: ESTÉRIL |MATERIAIS CIRÚRGICOS PARA CURATIVOS|True|entrou
233735-5|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {1200.0}}|EQUIPO PARA SORO MICROGOTAS - SISTEMA FECHADO, PARA INFUSAO GRAVITACIONAL, SOLUCOES PARENTERAIS, COM PONTA PERFURANTE, CAMARA GOTEJADORA TRANSPARENTE, COM FILTRO DE PARTICULA, COM TAMPA PROTETORA CONTENTO MEMBRANA HIDROFOBA,, PINCA ROLETE PARA CONTROLE DE FLUXO, TUBO FLEXIVEL EM PVC, MEDINDO NO MINIMO 1,20 METROS, COM INJETOR LATERAL,, COM MEMBRANA AUTOVEDANTE E ADAPTADOR LUER. ESTERIL, ATOXICO E APIROGENICO., EMBALAGEM INDIVIDUAL EM PAPEL GRAU CIRURGICO,, E FILME TERMOPLASTICO, COM ABERTURA EM PETALA,CONSTANDO DE DADOS DE IDENTIFICACAO E PROCE, DENCIA, DATA E TIPO DE ESTERILIZACAO, TEMPO DE VALIDADE E REGISTRO NO MS.|EQUIPO DE INFUSÃO VENOSA GRAVITACIONAL, MATERIAL: PVC TRANSPARENTE , VOLUME BURETA: BURETA CERCA DE 150 ML, CARACTERÍSTICAS BURETA: GRADUADA, C/ ALÇA, RESPIRO, INJETOR E FILTRO , CÂMARA GOTEJAMENTO: MICROGOTAS, FLEXÍVEL, C/ FILTRO , REGULADOR DE FLUXO MANUAL: PINÇA ROLETE , COMPRIMENTO TUBO: ATÉ 180 CM , TIPO INJETOR LATERAL: C/ 1 INJETOR, AUTOCICATRIZANTE , CONECTOR PACIENTE: LUER , ESTERILIDADE: ESTÉRIL, USO ÚNICO , TIPO EMBALAGEM: INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|EQUIPO DE INFUSÃO VENOSA GRAVITACIONAL, MATERIAL: PVC TRANSPARENTE, SEM DEHP , VOLUME BURETA: BURETA CERCA DE 150 ML, CARACTERÍSTICAS BURETA: GRADUADA, C/ ALÇA, RESPIRO, INJETOR E FILTRO , CÂMARA GOTEJAMENTO: MICROGOTAS, FLEXÍVEL, C/ FILTRO , REGULADOR DE FLUXO MANUAL: PINÇA ROLETE , COMPRIMENTO TUBO: ATÉ 180 CM , TIPO INJETOR LATERAL: C/ 1 INJETOR, AUTOCICATRIZANTE , CONECTOR PACIENTE: LUER , ESTERILIDADE: ESTÉRIL, USO ÚNICO , TIPO EMBALAGEM: INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
618446-4|1.0|1|big_data|||False||CANULA DE TRAQUEOSTOMIA ESTERIL DESCARTAVEL - EM MATERIAL ATOXICO-FLEXIVEL-TRANSPARENTE,COMPOSTA POR CANULA EXTERNA COM BALAO DE BAIXA PRESSAO,CANULA INTERIOR E TAMPA DE VEDACAO, LINHA RADIOPACA,ASAS PARA FIXACAO COM IMPRESSAO DO NUMERO/CALIBRE VISIVEL,MANDRIL ATRAUMATICO COM PONTA ARREDONDADA,GUARNICAO DE INSUFLACAO UNIVERSAL PARA SERINGAS,CALIBRE 6.0,EMBALAGEM INDIVIDUAL EM PAPEL GRAU CIRURGICO E FILME TRANSPARENTE,ESTERIL|CÂNULA DE TRAQUEOSTOMIA, MATERIAL*: PVC , TIPO: RADIOPACO , DIÂMETRO: CERCA DE 6,0 MM, CARACTERÍSTICAS ADICIONAIS*: C/ ASA DE FIXAÇÃO LATERAL FLEXÍVEL , ACESSÓRIOS: C/ FITA P/ FIXAÇÃO , ACESSÓRIOS 02: CONECTOR UNIVERSAL , COMPONENTES*: BALÃO DE ALTO VOLUME E BAIXA PRESSÃO , ESTERELIDADE: ESTÉRIL, DESCARTÁVEL , EMBALAGEM: EMBALAGEM INDIVIDUAL |JOGOS E CONJUNTOS MÉDICOS|CÂNULA DE TRAQUEOSTOMIA, MATERIAL*: PVC , TIPO: RADIOPACO , DIÂMETRO: CERCA DE 6,0 MM, CARACTERÍSTICAS ADICIONAIS*: C/ ASA DE FIXAÇÃO LATERAL FLEXÍVEL , ACESSÓRIOS: C/ FITA P/ FIXAÇÃO , ACESSÓRIOS 02: CONECTOR UNIVERSAL , COMPONENTES*: BALÃO DE ALTO VOLUME E BAIXA PRESSÃO , ESTERELIDADE: ESTÉRIL, DESCARTÁVEL , EMBALAGEM: EMBALAGEM INDIVIDUAL |JOGOS E CONJUNTOS MÉDICOS|True|entrou
479791-4|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|EQUIPAMENTOS MEDICO HOSPITALARES|True|{'W': {300.0, 70.0}, 'V': {220.0}}|EQUIPAMENTO ELETROCIRURGICO - POTENCIAS DE CORTES MONOPOLAR MAXIMA DE ATE PELO MENOS 300W, E BIPOLAR MAXIMA DE ATE PELO MENOS 70W,GERADOR ELETROCIRURGICO MICROPROCESSADO EM TODAS AS FUNCOES E ISOLADO,CONTROLE DE ACIONAMENTO DE CORTE OU COAGULACAO VIA CANETA OU PEDAL,DISPLAYS DIGITAIS INDEPENDENTES PARA CADA MODO,SISTEMA DE MONOTORIZACAO CONTINUA DE QUALIDADE DE CONTATO,SAIDAS ISOLADAS,CORTES MONOPOLAR, BIPOLAR E COAGULACAO,ALIMENTACAO ELETRICA BIVOLT AUTOMATICO OU 220V - 60HZ|BISTURI ELÉTRICO, MODELO: RADIOFREQUÊNCIA , MODO DE OPERAÇÃO MONOPOLAR: MONOPOLAR , POTÊNCIA MÁXIMA CORTE MONOPOLAR: DE 301 A 400 W, TIPO DE COAGULAÇÃO: COAGULAÇÃO, SPRAY E FULGURAÇÃO , TIPO DE CORTE: CORTE PURO E NO MÍNIMO 3 MISTOS , MODO DE OPERAÇÃO: BIPOLAR, MICRO E MACRO , OUTROS COMPONENTES: ALARME, MEMÓRIA , COMPATIBILIDADE: COMPATÍVEL C/ COAGULADOR ARGÔNIO |MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES|BISTURI ELÉTRICO, MODELO: RADIOFREQUÊNCIA , MODO DE OPERAÇÃO MONOPOLAR: MONOPOLAR , POTÊNCIA MÁXIMA CORTE MONOPOLAR: DE 301 A 400 W, TIPO DE COAGULAÇÃO: COAGULAÇÃO, SPRAY E FULGURAÇÃO , TIPO DE CORTE: CORTE PURO E NO MÍNIMO 3 MISTOS , MODO DE OPERAÇÃO: BIPOLAR, MICRO E MACRO , OUTROS COMPONENTES: ALARME, MEMÓRIA , COMPATIBILIDADE: COMPATÍVEL C/ COAGULADOR ARGÔNIO |MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES|True|entrou
343438-9|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|INSTRUMENTAIS DE USO MEDICO, CIRURGICO OU HOSPITALAR|True|{'MM': {2.5, 3.5, 150.0}}|PONTEIRA NASAL - EM ACO INOX, COM LAMINA GIRATORIA,DIAMETRO INTERNO DE 2,50MM E EXTERNO 3,50MM,COMPRIMENTO DE 15,00CM, COM CANULA GUIA E CANULA DE CORTE E SUCCAO, COM GUIA DE SORO DO TIPO AGRESSIVO CORTADOR CARTILAGEM,PARA MICRODEBRIDADORES ENDONASAIS, ESTEREIS|LÂMINA SHAVER, TIPO: CORTADOR DE MENISCO AGRESSIVO , HASTE: RETA , DIÂMETRO EXTERNO: CERCA DE 3,5 MM, COMPATIBILIDADE: COMPATÍVEL C/ MICRODEBRIDADOR , MATERIAL: AÇO INOXIDÁVEL , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|LÂMINA SHAVER, TIPO: CORTADOR DE MENISCO AGRESSIVO , HASTE: RETA , DIÂMETRO EXTERNO: CERCA DE 3,5 MM, COMPATIBILIDADE: COMPATÍVEL C/ MICRODEBRIDADOR , MATERIAL: AÇO INOXIDÁVEL , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
366751-0|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|False||FIXADOR ESTERIL PARA CATETER PERIFERICO - EM POLIURETANO,ADESIVO HIPOALERGICO, SEMIPERMEAVEL A TROCA GASOSAS, IMPERMEAVEL A LIQUIDOS E FLUIDOS CORPORAIS, COM SISTEMA DE FIXACAO FACIL, FITAS DE RAYON LATERAIS,COM CLOREXIDINA, LIVRE DE LATEX, ESTERELIZADO A RAIO GAMA. VALIDADE MINIMA DE UM ANO,EMBALAGEM INDIVIDUAL,CONFORME MINISTERIO DA SAUDE|FIXADOR P/ DISPOSITIVO MÉDICO, APLICAÇÃO: P/ CATETER / SONDA , MATERIAL: FILME ADESIVO TRANSPARENTE , COMPONENTE ADICIONAL: FENESTRADO , DIMENSÕES: CERCA DE 8,0 X 12 CM, TIPO USO: ESTÉRIL , EMBALAGEM: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|FIXADOR P/ DISPOSITIVO MÉDICO, APLICAÇÃO: P/ CATETER / SONDA , MATERIAL: FILME ADESIVO TRANSPARENTE , COMPONENTE ADICIONAL: FENESTRADO , DIMENSÕES: CERCA DE 8,0 X 12 CM, TIPO USO: ESTÉRIL , EMBALAGEM: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
278492-0|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'ML': {31000.0}}|PROTESE PARA INCONTINENCIA URINARIA MASCULINA - SLING MASCULINO AJUSTAVEL COM DUAS ARRUELAS DE AJUSTES, COM DUAS AGULHAS E COM DOIS POSICIONADORES E UMA REGUA,.,EM ESPUMA DE SILICONE, CONECTADO A COLUNAS DE SILICONE,ESTERIL,INDIVIDUAL APROPRIADA PARA MANTER A ESTERILIDADE,DE ACORDO COM O ART. 31 L. 8078/90 PORT. CONJ. N1 DE 23/1/96-M.SAUDE|DISPOSITIVO EXTERNO P/ INCONTINÊNCIA URINÁRIA, MODELO: MASCULINO , TIPO: PRESERVATIVO C/ ABERTURA P/ DRENAGEM , MATERIAL: LÁTEX NATURAL , DIÂMETRO: CERCA DE 25 MM, ESTERILIDADE: ESTÉRIL, USO ÚNICO , EMBALAGEM: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|SISTEMA P/ CORREÇÃO DA INCONTINÊNCIA URINÁRIA, USO: MASCULINA , MODELO: SUPORTE SUBURETRAL , VIA: TRANSOBTURATÓRIA , MATERIAL: FAIXA DE POLIPROPILENO MONOFILAMENTAR , COMPONENTE: SISTEMA COMPLETO PARA IMPLANTAÇÃO , TIPO USO: USO ÚNICO , ESTERILIDADE: ESTÉRIL , APRESENTAÇÃO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|False|entrou
238188-5|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|EQUIPAMENTOS DE USO LABORATORIAL|True|{'V': {220.0}}|AGLUTINOSCOPIO - PARA VISUALIZACAO DE TESTES DE AGLUTINACAO, ILUMINACAO INCIDENTE E VISUALIZACAO ATRAVES DE UMA LENTE CORRIGIDA DE ATE 5 VEZES, REFLETOR E ESTAMPADO EM ALUMINIO SUSTENTADO POR BRACO FLEXIVEL, LENTE COM UM MOVIMENTO GIRATORIO DE VISUALIZACAO, ALIMENTACAO: ALIMENTACAO 220 VOLTS, INCLUI: INCLUIR: MANUAL, GARANTIA, ASSISTENCIA TECNICA LOCAL E TREINAMENTO|OTOSCÓPIO, TIPO: LED, LENTE GIRATÓRIA MÍNIMO DE 2 X , MODELO: COM VISOR SOBRESSALENTE , ALIMENTAÇÃO: 2 PILHAS , COMPONENTES: 8 ESPÉCULOS REUSÁVEIS , TIPO CONECTOR: CONEXÃO PARA OTOSCOPIA PNEUMÁTICA , TIPO PROTEÇÃO: ESTOJO PRÓPRIO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|EQUIPAMENTO LABORATÓRIO, TIPO: AGLUTINOSCÓPIO , AJUSTE: AJUSTE MECÂNICO, BOTÃO LIGA/DESLIGA , ADICIONAL: C/ HOMOGEINIZADOR |EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO|False|entrou
566220-6|2.0|2-3|big_data|MOBILIARIOS EM GERAL|ASSENTOS - CADASTRO PADRONIZADO|True|{'MM': {490.0, 530.0, 460.0}, 'PCT': {5.0}}|CADEIRA - TIPO GIRATORIA,BASE EM ACO,COM  RODIZIOS,ALTURA REGULAVEL,COM BRACOS,ASSENTO EM ESPUMA DE POLIURETANO,REVESTIDO EM POLIESTER,MEDINDO 460,00X490,00MM (PXL),COM REGULAGEM,ENCOSTO EM ESPUMA DE POLIURETANO,REVESTIDO EM POLIESTER,MEDINDO 530,00X460,00MM (AXL),COM REGULAGEM DE 8 POSICOES,DIMENSOES COMVARIACAO EM ATE 5%|CADEIRA ESCRITÓRIO, MATERIAL ESTRUTURA: AÇO , MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: VINIL , MATERIAL ENCOSTO: ESPUMA INJETADA , MATERIAL ASSENTO: ESPUMA INJETADA , TIPO BASE: GIRATÓRIA COM 5 RODÍZIOS DUPLOS , TIPO ENCOSTO: ESPALDAR MÉDIO , APOIO BRAÇO: COM BRAÇOS , CARACTERÍSTICAS ADICIONAIS: BRAÇOS REVESTIDOS COM POLIURETANO NA COR PRETA |MOBILIÁRIO PARA ESCRITÓRIO|CADEIRA ESCRITÓRIO, MATERIAL ESTRUTURA: AÇO , MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: COURO SINTÉTICO , MATERIAL ENCOSTO: ESPUMA INJETADA , MATERIAL ASSENTO: ESPUMA INJETADA , TIPO BASE: GIRATÓRIA , TIPO ENCOSTO: REGULÁVEL , APOIO BRAÇO: COM BRAÇOS FIXOS |MOBILIÁRIO PARA ESCRITÓRIO|True|entrou
601381-3|3.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|COMPONENTES PARA EQUIPAMENTOS MEDICO HOSPITALARES|True|{'MM': {5.0}}|ANEL O'RING - EM BORRACHA,PARA VEDACAO,EM TUBO DE ASPIRACAO E IRRIGACAO,COMPATIVEL COM A MARCA EDLO,MEDINDO 5,00MM|TUBO HOSPITALAR, USO: ASPIRAÇÃO E IRRIGAÇÃO , MATERIAL: PVC DUAS CORES , MODELO: DUPLO , COMPRIMENTO: 3,0 M , COMPONENTES: CORTA FLUXO NAS 2 VIAS , ADICIONAIS: C/ CONECTORES E PONTEIRAS , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|BORRACHA VEDAÇÃO, MATERIAL: BORRACHA , APLICAÇÃO: VBCOAP M109 A5/A3 , LARGURA: LARGURA DA SEÇÃO TRANSVERSAL: 6,880 POL MM, ALTURA: ALTURA DA SEÇÃO TRANSVERSAL: 0,688 POL MM, COMPRIMENTO: 0,812 POL M, CARACTERÍSTICAS ADICIONAIS: ESPESSURA TRANSVERSAL: 0,188 POL ,CONSTRUÇÃO: SÓLI |GAXETAS E OUTROS MATERIAIS PARA VEDAÇÃO|False|entrou
169010-8|1.0|1|big_data|ARTIGOS E UTENSILIOS DE ESCRITORIOS|UTENSILIOS PARA ESCRITORIOS|True|{'MM': {600.0, 300.0}}|CESTO PARA PAPEIS - DE EM PLASTICO, NO FORMATO REDONDO, VAZADO, MEDINDO CESTO PARA LIXO 30CM DE ALTURA 60CM DE DIAMETRO, NA COR VARIADAS|CESTO, MATERIAL: PLÁSTICO , FORMATO: CILÍNDRICO , TAMANHO: MÉDIO , COR: PRETA , CARACTERÍSTICAS ADICIONAIS: SEM TAMPA, NÃO TELADO |RECEPIENTES PARA USO DOMÉSTICO E COMERCIAL|CESTO, MATERIAL: PLÁSTICO , FORMATO: CILÍNDRICO , TAMANHO: MÉDIO , COR: PRETA , CARACTERÍSTICAS ADICIONAIS: SEM TAMPA, NÃO TELADO |RECEPIENTES PARA USO DOMÉSTICO E COMERCIAL|True|entrou
